"country_code","year","income_level"
"IRL",1989,"H"
"IRL",1990,"H"
"IRL",1991,"H"
"IRL",1992,"H"
"IRL",1993,"H"
"IRL",1994,"H"
"IRL",1995,"H"
"IRL",1996,"H"
"IRL",1997,"H"
"IRL",1998,"H"
"IRL",1999,"H"
"IRL",2000,"H"
"IRL",2001,"H"
"IRL",2002,"H"
"IRL",2003,"H"
"IRL",2004,"H"
"IRL",2005,"H"
"IRL",2006,"H"
"IRL",2007,"H"
"IRL",2008,"H"
"IRL",2009,"H"
"IRL",2010,"H"
"IRL",2011,"H"
"IRL",2012,"H"
"IRL",2013,"H"
"IRL",2014,"H"
"IRL",2015,"H"
"IRL",2016,"H"
"IRL",2017,"H"
"IRL",2018,"H"
"IRL",2019,"H"
"IRL",2020,"H"
"IRL",2021,"H"
"IRL",2022,"H"
"IRL",2023,"H"
"IRN",1987,"UM"
"IRN",1988,"UM"
"IRN",1989,"UM"
"IRN",1990,"LM"
"IRN",1991,"LM"
"IRN",1992,"LM"
"IRN",1993,"LM"
"IRN",1994,"LM"
"IRN",1995,"LM"
"IRN",1996,"LM"
"IRN",1997,"LM"
"IRN",1998,"LM"
"IRN",1999,"LM"
"IRN",2000,"LM"
"IRN",2001,"LM"
"IRN",2002,"LM"
"IRN",2003,"LM"
"IRN",2004,"LM"
"IRN",2005,"LM"
"IRN",2006,"LM"
"IRN",2007,"LM"
"IRN",2008,"LM"
"IRN",2009,"UM"
"IRN",2010,"UM"
"IRN",2011,"UM"
"IRN",2012,"UM"
"IRN",2013,"UM"
"IRN",2014,"UM"
"IRN",2015,"UM"
"IRN",2016,"UM"
"IRN",2017,"UM"
"IRN",2018,"UM"
"IRN",2019,"UM"
"IRN",2020,"LM"
"IRN",2021,"LM"
"IRN",2022,"LM"
"IRN",2023,"UM"
"IRQ",1987,"UM"
"IRQ",1988,"UM"
"IRQ",1989,"UM"
"IRQ",1990,"UM"
"IRQ",1991,"LM"
"IRQ",1992,"LM"
"IRQ",1993,"LM"
"IRQ",1994,"LM"
"IRQ",1995,"LM"
"IRQ",1996,"LM"
"IRQ",1997,"LM"
"IRQ",1998,"LM"
"IRQ",1999,"LM"
"IRQ",2000,"LM"
"IRQ",2001,"LM"
"IRQ",2002,"LM"
"IRQ",2003,"LM"
"IRQ",2004,"LM"
"IRQ",2005,"LM"
"IRQ",2006,"LM"
"IRQ",2007,"LM"
"IRQ",2008,"LM"
"IRQ",2009,"LM"
"IRQ",2010,"LM"
"IRQ",2011,"LM"
"IRQ",2012,"UM"
"IRQ",2013,"UM"
"IRQ",2014,"UM"
"IRQ",2015,"UM"
"IRQ",2016,"UM"
"IRQ",2017,"UM"
"IRQ",2018,"UM"
"IRQ",2019,"UM"
"IRQ",2020,"UM"
"IRQ",2021,"UM"
"IRQ",2022,"UM"
"IRQ",2023,"UM"
"ISL",1987,"H"
"ISL",1988,"H"
"ISL",1989,"H"
"ISL",1990,"H"
"ISL",1991,"H"
"ISL",1992,"H"
"ISL",1993,"H"
"ISL",1994,"H"
"ISL",1995,"H"
"ISL",1996,"H"
"ISL",1997,"H"
"ISL",1998,"H"
"ISL",1999,"H"
"ISL",2000,"H"
"ISL",2001,"H"
"ISL",2002,"H"
"ISL",2003,"H"
"ISL",2004,"H"
"ISL",2005,"H"
"ISL",2006,"H"
"ISL",2007,"H"
"ISL",2008,"H"
"ISL",2009,"H"
"ISL",2010,"H"
"ISL",2011,"H"
"ISL",2012,"H"
"ISL",2013,"H"
"ISL",2014,"H"
"ISL",2015,"H"
"ISL",2016,"H"
"ISL",2017,"H"
"ISL",2018,"H"
"ISL",2019,"H"
"ISL",2020,"H"
"ISL",2021,"H"
"ISL",2022,"H"
"ISL",2023,"H"
"ISR",1987,"H"
"ISR",1988,"H"
"ISR",1989,"H"
"ISR",1990,"H"
"ISR",1991,"H"
"ISR",1992,"H"
"ISR",1993,"H"
"ISR",1994,"H"
"ISR",1995,"H"
"ISR",1996,"H"
"ISR",1997,"H"
"ISR",1998,"H"
"ISR",1999,"H"
"ISR",2000,"H"
"ISR",2001,"H"
"ISR",2002,"H"
"ISR",2003,"H"
"ISR",2004,"H"
"ISR",2005,"H"
"ISR",2006,"H"
"ISR",2007,"H"
"ISR",2008,"H"
"ISR",2009,"H"
"ISR",2010,"H"
"ISR",2011,"H"
"ISR",2012,"H"
"ISR",2013,"H"
"ISR",2014,"H"
"ISR",2015,"H"
"ISR",2016,"H"
"ISR",2017,"H"
"ISR",2018,"H"
"ISR",2019,"H"
"ISR",2020,"H"
"ISR",2021,"H"
"ISR",2022,"H"
"ISR",2023,"H"
"ITA",1987,"H"
"ITA",1988,"H"
"ITA",1989,"H"
"ITA",1990,"H"
"ITA",1991,"H"
"ITA",1992,"H"
"ITA",1993,"H"
"ITA",1994,"H"
"ITA",1995,"H"
"ITA",1996,"H"
"ITA",1997,"H"
"ITA",1998,"H"
"ITA",1999,"H"
"ITA",2000,"H"
"ITA",2001,"H"
"ITA",2002,"H"
"ITA",2003,"H"
"ITA",2004,"H"
"ITA",2005,"H"
"ITA",2006,"H"
"ITA",2007,"H"
"ITA",2008,"H"
"ITA",2009,"H"
"ITA",2010,"H"
"ITA",2011,"H"
"ITA",2012,"H"
"ITA",2013,"H"
"ITA",2014,"H"
"ITA",2015,"H"
"ITA",2016,"H"
"ITA",2017,"H"
"ITA",2018,"H"
"ITA",2019,"H"
"ITA",2020,"H"
"ITA",2021,"H"
"ITA",2022,"H"
"ITA",2023,"H"
"JAM",1987,"LM"
"JAM",1988,"LM"
"JAM",1989,"LM"
"JAM",1990,"LM"
"JAM",1991,"LM"
"JAM",1992,"LM"
"JAM",1993,"LM"
"JAM",1994,"LM"
"JAM",1995,"LM"
"JAM",1996,"LM"
"JAM",1997,"LM"
"JAM",1998,"LM"
"JAM",1999,"LM"
"JAM",2000,"LM"
"JAM",2001,"LM"
"JAM",2002,"LM"
"JAM",2003,"LM"
"JAM",2004,"LM"
"JAM",2005,"LM"
"JAM",2006,"LM"
"JAM",2007,"UM"
"JAM",2008,"UM"
"JAM",2009,"UM"
"JAM",2010,"UM"
"JAM",2011,"UM"
"JAM",2012,"UM"
"JAM",2013,"UM"
"JAM",2014,"UM"
"JAM",2015,"UM"
"JAM",2016,"UM"
"JAM",2017,"UM"
"JAM",2018,"UM"
"JAM",2019,"UM"
"JAM",2020,"UM"
"JAM",2021,"UM"
"JAM",2022,"UM"
"JAM",2023,"UM"
"JOR",1987,"LM"
"JOR",1988,"LM"
"JOR",1989,"LM"
"JOR",1990,"LM"
"JOR",1991,"LM"
"JOR",1992,"LM"
"JOR",1993,"LM"
"JOR",1994,"LM"
"JOR",1995,"LM"
"JOR",1996,"LM"
"JOR",1997,"LM"
"JOR",1998,"LM"
"JOR",1999,"LM"
"JOR",2000,"LM"
"JOR",2001,"LM"
"JOR",2002,"LM"
"JOR",2003,"LM"
"JOR",2004,"LM"
"JOR",2005,"LM"
"JOR",2006,"LM"
"JOR",2007,"LM"
"JOR",2008,"LM"
"JOR",2009,"LM"
"JOR",2010,"UM"
"JOR",2011,"UM"
"JOR",2012,"UM"
"JOR",2013,"UM"
"JOR",2014,"UM"
"JOR",2015,"UM"
"JOR",2016,"LM"
"JOR",2017,"UM"
"JOR",2018,"UM"
"JOR",2019,"UM"
"JOR",2020,"UM"
"JOR",2021,"UM"
"JOR",2022,"LM"
"JOR",2023,"LM"
"JPN",1987,"H"
"JPN",1988,"H"
"JPN",1989,"H"
"JPN",1990,"H"
"JPN",1991,"H"
"JPN",1992,"H"
"JPN",1993,"H"
"JPN",1994,"H"
"JPN",1995,"H"
"JPN",1996,"H"
"JPN",1997,"H"
"JPN",1998,"H"
"JPN",1999,"H"
"JPN",2000,"H"
"JPN",2001,"H"
"JPN",2002,"H"
"JPN",2003,"H"
"JPN",2004,"H"
"JPN",2005,"H"
"JPN",2006,"H"
"JPN",2007,"H"
"JPN",2008,"H"
"JPN",2009,"H"
"JPN",2010,"H"
"JPN",2011,"H"
"JPN",2012,"H"
"JPN",2013,"H"
"JPN",2014,"H"
"JPN",2015,"H"
"JPN",2016,"H"
"JPN",2017,"H"
"JPN",2018,"H"
"JPN",2019,"H"
"JPN",2020,"H"
"JPN",2021,"H"
"JPN",2022,"H"
"JPN",2023,"H"
"KAZ",1987,".."
"KAZ",1988,".."
"KAZ",1989,".."
"KAZ",1990,".."
"KAZ",1991,"LM"
"KAZ",1992,"LM"
"KAZ",1993,"LM"
"KAZ",1994,"LM"
"KAZ",1995,"LM"
"KAZ",1996,"LM"
"KAZ",1997,"LM"
"KAZ",1998,"LM"
"KAZ",1999,"LM"
"KAZ",2000,"LM"
"KAZ",2001,"LM"
"KAZ",2002,"LM"
"KAZ",2003,"LM"
"KAZ",2004,"LM"
"KAZ",2005,"LM"
"KAZ",2006,"UM"
"KAZ",2007,"UM"
"KAZ",2008,"UM"
"KAZ",2009,"UM"
"KAZ",2010,"UM"
"KAZ",2011,"UM"
"KAZ",2012,"UM"
"KAZ",2013,"UM"
"KAZ",2014,"UM"
"KAZ",2015,"UM"
"KAZ",2016,"UM"
"KAZ",2017,"UM"
"KAZ",2018,"UM"
"KAZ",2019,"UM"
"KAZ",2020,"UM"
"KAZ",2021,"UM"
"KAZ",2022,"UM"
"KAZ",2023,"UM"
"KEN",1987,"L"
"KEN",1988,"L"
"KEN",1989,"L"
"KEN",1990,"L"
"KEN",1991,"L"
"KEN",1992,"L"
"KEN",1993,"L"
"KEN",1994,"L"
"KEN",1995,"L"
"KEN",1996,"L"
"KEN",1997,"L"
"KEN",1998,"L"
"KEN",1999,"L"
"KEN",2000,"L"
"KEN",2001,"L"
"KEN",2002,"L"
"KEN",2003,"L"
"KEN",2004,"L"
"KEN",2005,"L"
"KEN",2006,"L"
"KEN",2007,"L"
"KEN",2008,"L"
"KEN",2009,"L"
"KEN",2010,"L"
"KEN",2011,"L"
"KEN",2012,"L"
"KEN",2013,"L"
"KEN",2014,"LM"
"KEN",2015,"LM"
"KEN",2016,"LM"
"KEN",2017,"LM"
"KEN",2018,"LM"
"KEN",2019,"LM"
"KEN",2020,"LM"
"KEN",2021,"LM"
"KEN",2022,"LM"
"KEN",2023,"LM"
"KGZ",1987,".."
"KGZ",1988,".."
"KGZ",1989,".."
"KGZ",1990,".."
"KGZ",1991,"LM"
"KGZ",1992,"LM"
"KGZ",1993,"LM"
"KGZ",1994,"L"
"KGZ",1995,"L"
"KGZ",1996,"L"
"KGZ",1997,"L"
"KGZ",1998,"L"
"KGZ",1999,"L"
"KGZ",2000,"L"
"KGZ",2001,"L"
"KGZ",2002,"L"
"KGZ",2003,"L"
"KGZ",2004,"L"
"KGZ",2005,"L"
"KGZ",2006,"L"
"KGZ",2007,"L"
"KGZ",2008,"L"
"KGZ",2009,"L"
"KGZ",2010,"L"
"KGZ",2011,"L"
"KGZ",2012,"L"
"KGZ",2013,"LM"
"KGZ",2014,"LM"
"KGZ",2015,"LM"
"KGZ",2016,"LM"
"KGZ",2017,"LM"
"KGZ",2018,"LM"
"KGZ",2019,"LM"
"KGZ",2020,"LM"
"KGZ",2021,"LM"
"KGZ",2022,"LM"
"KGZ",2023,"LM"
"KHM",1987,"L"
"KHM",1988,"L"
"KHM",1989,"L"
"KHM",1990,"L"
"KHM",1991,"L"
"KHM",1992,"L"
"KHM",1993,"L"
"KHM",1994,"L"
"KHM",1995,"L"
"KHM",1996,"L"
"KHM",1997,"L"
"KHM",1998,"L"
"KHM",1999,"L"
"KHM",2000,"L"
"KHM",2001,"L"
"KHM",2002,"L"
"KHM",2003,"L"
"KHM",2004,"L"
"KHM",2005,"L"
"KHM",2006,"L"
"KHM",2007,"L"
"KHM",2008,"L"
"KHM",2009,"L"
"KHM",2010,"L"
"KHM",2011,"L"
"KHM",2012,"L"
"KHM",2013,"L"
"KHM",2014,"L"
"KHM",2015,"LM"
"KHM",2016,"LM"
"KHM",2017,"LM"
"KHM",2018,"LM"
"KHM",2019,"LM"
"KHM",2020,"LM"
"KHM",2021,"LM"
"KHM",2022,"LM"
"KHM",2023,"LM"
"KIR",1987,"LM"
"KIR",1988,"LM"
"KIR",1989,"LM"
"KIR",1990,"LM"
"KIR",1991,"LM"
"KIR",1992,"LM"
"KIR",1993,"LM"
"KIR",1994,"LM"
"KIR",1995,"LM"
"KIR",1996,"LM"
"KIR",1997,"LM"
"KIR",1998,"LM"
"KIR",1999,"LM"
"KIR",2000,"LM"
"KIR",2001,"LM"
"KIR",2002,"LM"
"KIR",2003,"LM"
"KIR",2004,"LM"
"KIR",2005,"LM"
"KIR",2006,"LM"
"KIR",2007,"LM"
"KIR",2008,"LM"
"KIR",2009,"LM"
"KIR",2010,"LM"
"KIR",2011,"LM"
"KIR",2012,"LM"
"KIR",2013,"LM"
"KIR",2014,"LM"
"KIR",2015,"LM"
"KIR",2016,"LM"
"KIR",2017,"LM"
"KIR",2018,"LM"
"KIR",2019,"LM"
"KIR",2020,"LM"
"KIR",2021,"LM"
"KIR",2022,"LM"
"KIR",2023,"LM"
"KNA",1987,"UM"
"KNA",1988,"UM"
"KNA",1989,"UM"
"KNA",1990,"UM"
"KNA",1991,"UM"
"KNA",1992,"UM"
"KNA",1993,"UM"
"KNA",1994,"UM"
"KNA",1995,"UM"
"KNA",1996,"UM"
"KNA",1997,"UM"
"KNA",1998,"UM"
"KNA",1999,"UM"
"KNA",2000,"UM"
"KNA",2001,"UM"
"KNA",2002,"UM"
"KNA",2003,"UM"
"KNA",2004,"UM"
"KNA",2005,"UM"
"KNA",2006,"UM"
"KNA",2007,"UM"
"KNA",2008,"UM"
"KNA",2009,"UM"
"KNA",2010,"UM"
"KNA",2011,"H"
"KNA",2012,"H"
"KNA",2013,"H"
"KNA",2014,"H"
"KNA",2015,"H"
"KNA",2016,"H"
"KNA",2017,"H"
"KNA",2018,"H"
"KNA",2019,"H"
"KNA",2020,"H"
"KNA",2021,"H"
"KNA",2022,"H"
"KNA",2023,"H"
"KOR",1987,"UM"
"KOR",1988,"UM"
"KOR",1989,"UM"
"KOR",1990,"UM"
"KOR",1991,"UM"
"KOR",1992,"UM"
"KOR",1993,"UM"
"KOR",1994,"UM"
"KOR",1995,"H"
"KOR",1996,"H"
"KOR",1997,"H"
"KOR",1998,"UM"
"KOR",1999,"UM"
"KOR",2000,"UM"
"KOR",2001,"H"
"KOR",2002,"H"
"KOR",2003,"H"
"KOR",2004,"H"
"KOR",2005,"H"
"KOR",2006,"H"
"KOR",2007,"H"
"KOR",2008,"H"
"KOR",2009,"H"
"KOR",2010,"H"
"KOR",2011,"H"
"KOR",2012,"H"
"KOR",2013,"H"
"KOR",2014,"H"
"KOR",2015,"H"
"KOR",2016,"H"
"KOR",2017,"H"
"KOR",2018,"H"
"KOR",2019,"H"
"KOR",2020,"H"
"KOR",2021,"H"
"KOR",2022,"H"
"KOR",2023,"H"
"KWT",1987,"H"
"KWT",1988,"H"
"KWT",1989,"H"
"KWT",1990,"H"
"KWT",1991,"H"
"KWT",1992,"H"
"KWT",1993,"H"
"KWT",1994,"H"
"KWT",1995,"H"
"KWT",1996,"H"
"KWT",1997,"H"
"KWT",1998,"H"
"KWT",1999,"H"
"KWT",2000,"H"
"KWT",2001,"H"
"KWT",2002,"H"
"KWT",2003,"H"
"KWT",2004,"H"
"KWT",2005,"H"
"KWT",2006,"H"
"KWT",2007,"H"
"KWT",2008,"H"
"KWT",2009,"H"
"KWT",2010,"H"
"KWT",2011,"H"
"KWT",2012,"H"
"KWT",2013,"H"
"KWT",2014,"H"
"KWT",2015,"H"
"KWT",2016,"H"
"KWT",2017,"H"
"KWT",2018,"H"
"KWT",2019,"H"
"KWT",2020,"H"
"KWT",2021,"H"
"KWT",2022,"H"
"KWT",2023,"H"
"LAO",1987,"L"
"LAO",1988,"L"
"LAO",1989,"L"
"LAO",1990,"L"
"LAO",1991,"L"
"LAO",1992,"L"
"LAO",1993,"L"
"LAO",1994,"L"
"LAO",1995,"L"
"LAO",1996,"L"
"LAO",1997,"L"
"LAO",1998,"L"
"LAO",1999,"L"
"LAO",2000,"L"
"LAO",2001,"L"
"LAO",2002,"L"
"LAO",2003,"L"
"LAO",2004,"L"
"LAO",2005,"L"
"LAO",2006,"L"
"LAO",2007,"L"
"LAO",2008,"L"
"LAO",2009,"L"
"LAO",2010,"LM"
"LAO",2011,"LM"
"LAO",2012,"LM"
"LAO",2013,"LM"
"LAO",2014,"LM"
"LAO",2015,"LM"
"LAO",2016,"LM"
"LAO",2017,"LM"
"LAO",2018,"LM"
"LAO",2019,"LM"
"LAO",2020,"LM"
"LAO",2021,"LM"
"LAO",2022,"LM"
"LAO",2023,"LM"
"LBN",1987,"LM"
"LBN",1988,"LM"
"LBN",1989,"LM"
"LBN",1990,"LM"
"LBN",1991,"LM"
"LBN",1992,"LM"
"LBN",1993,"LM"
"LBN",1994,"LM"
"LBN",1995,"LM"
"LBN",1996,"LM"
"LBN",1997,"UM"
"LBN",1998,"UM"
"LBN",1999,"UM"
"LBN",2000,"UM"
"LBN",2001,"UM"
"LBN",2002,"UM"
"LBN",2003,"UM"
"LBN",2004,"UM"
"LBN",2005,"UM"
"LBN",2006,"UM"
"LBN",2007,"UM"
"LBN",2008,"UM"
"LBN",2009,"UM"
"LBN",2010,"UM"
"LBN",2011,"UM"
"LBN",2012,"UM"
"LBN",2013,"UM"
"LBN",2014,"UM"
"LBN",2015,"UM"
"LBN",2016,"UM"
"LBN",2017,"UM"
"LBN",2018,"UM"
"LBN",2019,"UM"
"LBN",2020,"UM"
"LBN",2021,"LM"
"LBN",2022,"LM"
"LBN",2023,"LM"
"LBR",1987,"L"
"LBR",1988,"L"
"LBR",1989,"L"
"LBR",1990,"L"
"LBR",1991,"L"
"LBR",1992,"L"
"LBR",1993,"L"
"LBR",1994,"L"
"LBR",1995,"L"
"LBR",1996,"L"
"LBR",1997,"L"
"LBR",1998,"L"
"LBR",1999,"L"
"LBR",2000,"L"
"LBR",2001,"L"
"LBR",2002,"L"
"LBR",2003,"L"
"LBR",2004,"L"
"LBR",2005,"L"
"LBR",2006,"L"
"LBR",2007,"L"
"LBR",2008,"L"
"LBR",2009,"L"
"LBR",2010,"L"
"LBR",2011,"L"
"LBR",2012,"L"
"LBR",2013,"L"
"LBR",2014,"L"
"LBR",2015,"L"
"LBR",2016,"L"
"LBR",2017,"L"
"LBR",2018,"L"
"LBR",2019,"L"
"LBR",2020,"L"
"LBR",2021,"L"
"LBR",2022,"L"
"LBR",2023,"L"
"LBY",1987,"UM"
"LBY",1988,"UM"
"LBY",1989,"UM"
"LBY",1990,"UM"
"LBY",1991,"UM"
"LBY",1992,"UM"
"LBY",1993,"UM"
"LBY",1994,"UM"
"LBY",1995,"UM"
"LBY",1996,"UM"
"LBY",1997,"UM"
"LBY",1998,"UM"
"LBY",1999,"UM"
"LBY",2000,"UM"
"LBY",2001,"UM"
"LBY",2002,"UM"
"LBY",2003,"UM"
"LBY",2004,"UM"
"LBY",2005,"UM"
"LBY",2006,"UM"
"LBY",2007,"UM"
"LBY",2008,"UM"
"LBY",2009,"UM"
"LBY",2010,"UM"
"LBY",2011,"UM"
"LBY",2012,"UM"
"LBY",2013,"UM"
"LBY",2014,"UM"
"LBY",2015,"UM"
"LBY",2016,"UM"
"LBY",2017,"UM"
"LBY",2018,"UM"
"LBY",2019,"UM"
"LBY",2020,"UM"
"LBY",2021,"UM"
"LBY",2022,"UM"
"LBY",2023,"UM"
"LCA",1987,"LM"
"LCA",1988,"LM"
"LCA",1989,"LM"
"LCA",1990,"LM"
"LCA",1991,"LM"
"LCA",1992,"UM"
"LCA",1993,"UM"
"LCA",1994,"UM"
"LCA",1995,"UM"
"LCA",1996,"UM"
"LCA",1997,"UM"
"LCA",1998,"UM"
"LCA",1999,"UM"
"LCA",2000,"UM"
"LCA",2001,"UM"
"LCA",2002,"UM"
"LCA",2003,"UM"
"LCA",2004,"UM"
"LCA",2005,"UM"
"LCA",2006,"UM"
"LCA",2007,"UM"
"LCA",2008,"UM"
"LCA",2009,"UM"
"LCA",2010,"UM"
"LCA",2011,"UM"
"LCA",2012,"UM"
"LCA",2013,"UM"
"LCA",2014,"UM"
"LCA",2015,"UM"
"LCA",2016,"UM"
"LCA",2017,"UM"
"LCA",2018,"UM"
"LCA",2019,"UM"
"LCA",2020,"UM"
"LCA",2021,"UM"
"LCA",2022,"UM"
"LCA",2023,"UM"
"LIE",1987,".."
"LIE",1988,".."
"LIE",1989,".."
"LIE",1990,".."
"LIE",1991,".."
"LIE",1992,".."
"LIE",1993,".."
"LIE",1994,"H"
"LIE",1995,"H"
"LIE",1996,"H"
"LIE",1997,"H"
"LIE",1998,"H"
"LIE",1999,"H"
"LIE",2000,"H"
"LIE",2001,"H"
"LIE",2002,"H"
"LIE",2003,"H"
"LIE",2004,"H"
"LIE",2005,"H"
"LIE",2006,"H"
"LIE",2007,"H"
"LIE",2008,"H"
"LIE",2009,"H"
"LIE",2010,"H"
"LIE",2011,"H"
"LIE",2012,"H"
"LIE",2013,"H"
"LIE",2014,"H"
"LIE",2015,"H"
"LIE",2016,"H"
"LIE",2017,"H"
"LIE",2018,"H"
"LIE",2019,"H"
"LIE",2020,"H"
"LIE",2021,"H"
"LIE",2022,"H"
"LIE",2023,"H"
"LKA",1987,"L"
"LKA",1988,"L"
"LKA",1989,"L"
"LKA",1990,"L"
"LKA",1991,"L"
"LKA",1992,"L"
"LKA",1993,"L"
"LKA",1994,"L"
"LKA",1995,"L"
"LKA",1996,"L"
"LKA",1997,"LM"
"LKA",1998,"LM"
"LKA",1999,"LM"
"LKA",2000,"LM"
"LKA",2001,"LM"
"LKA",2002,"LM"
"LKA",2003,"LM"
"LKA",2004,"LM"
"LKA",2005,"LM"
"LKA",2006,"LM"
"LKA",2007,"LM"
"LKA",2008,"LM"
"LKA",2009,"LM"
"LKA",2010,"LM"
"LKA",2011,"LM"
"LKA",2012,"LM"
"LKA",2013,"LM"
"LKA",2014,"LM"
"LKA",2015,"LM"
"LKA",2016,"LM"
"LKA",2017,"LM"
"LKA",2018,"UM"
"LKA",2019,"LM"
"LKA",2020,"LM"
"LKA",2021,"LM"
"LKA",2022,"LM"
"LKA",2023,"LM"
"LSO",1987,"L"
"LSO",1988,"L"
"LSO",1989,"L"
"LSO",1990,"L"
"LSO",1991,"L"
"LSO",1992,"L"
"LSO",1993,"L"
"LSO",1994,"L"
"LSO",1995,"LM"
"LSO",1996,"L"
"LSO",1997,"L"
"LSO",1998,"L"
"LSO",1999,"L"
"LSO",2000,"L"
"LSO",2001,"L"
"LSO",2002,"L"
"LSO",2003,"L"
"LSO",2004,"L"
"LSO",2005,"LM"
"LSO",2006,"LM"
"LSO",2007,"LM"
"LSO",2008,"LM"
"LSO",2009,"LM"
"LSO",2010,"LM"
"LSO",2011,"LM"
"LSO",2012,"LM"
"LSO",2013,"LM"
"LSO",2014,"LM"
"LSO",2015,"LM"
"LSO",2016,"LM"
"LSO",2017,"LM"
"LSO",2018,"LM"
"LSO",2019,"LM"
"LSO",2020,"LM"
"LSO",2021,"LM"
"LSO",2022,"LM"
"LSO",2023,"LM"
"LTU",1987,".."
"LTU",1988,".."
"LTU",1989,".."
"LTU",1990,".."
"LTU",1991,"UM"
"LTU",1992,"LM"
"LTU",1993,"LM"
"LTU",1994,"LM"
"LTU",1995,"LM"
"LTU",1996,"LM"
"LTU",1997,"LM"
"LTU",1998,"LM"
"LTU",1999,"LM"
"LTU",2000,"LM"
"LTU",2001,"UM"
"LTU",2002,"UM"
"LTU",2003,"UM"
"LTU",2004,"UM"
"LTU",2005,"UM"
"LTU",2006,"UM"
"LTU",2007,"UM"
"LTU",2008,"UM"
"LTU",2009,"UM"
"LTU",2010,"UM"
"LTU",2011,"UM"
"LTU",2012,"H"
"LTU",2013,"H"
"LTU",2014,"H"
"LTU",2015,"H"
"LTU",2016,"H"
"LTU",2017,"H"
"LTU",2018,"H"
"LTU",2019,"H"
"LTU",2020,"H"
"LTU",2021,"H"
"LTU",2022,"H"
"LTU",2023,"H"
"LUX",1987,"H"
"LUX",1988,"H"
"LUX",1989,"H"
"LUX",1990,"H"
"LUX",1991,"H"
"LUX",1992,"H"
"LUX",1993,"H"
"LUX",1994,"H"
"LUX",1995,"H"
"LUX",1996,"H"
"LUX",1997,"H"
"LUX",1998,"H"
"LUX",1999,"H"
"LUX",2000,"H"
"LUX",2001,"H"
"LUX",2002,"H"
"LUX",2003,"H"
"LUX",2004,"H"
"LUX",2005,"H"
"LUX",2006,"H"
"LUX",2007,"H"
"LUX",2008,"H"
"LUX",2009,"H"
"LUX",2010,"H"
"LUX",2011,"H"
"LUX",2012,"H"
"LUX",2013,"H"
"LUX",2014,"H"
"LUX",2015,"H"
"LUX",2016,"H"
"LUX",2017,"H"
"LUX",2018,"H"
"LUX",2019,"H"
"LUX",2020,"H"
"LUX",2021,"H"
"LUX",2022,"H"
"LUX",2023,"H"
"LVA",1987,".."
"LVA",1988,".."
"LVA",1989,".."
"LVA",1990,".."
"LVA",1991,"UM"
"LVA",1992,"LM"
"LVA",1993,"LM"
"LVA",1994,"LM"
"LVA",1995,"LM"
"LVA",1996,"LM"
"LVA",1997,"LM"
"LVA",1998,"LM"
"LVA",1999,"LM"
"LVA",2000,"LM"
"LVA",2001,"UM"
"LVA",2002,"UM"
"LVA",2003,"UM"
"LVA",2004,"UM"
"LVA",2005,"UM"
"LVA",2006,"UM"
"LVA",2007,"UM"
"LVA",2008,"UM"
"LVA",2009,"H"
"LVA",2010,"UM"
"LVA",2011,"UM"
"LVA",2012,"H"
"LVA",2013,"H"
"LVA",2014,"H"
"LVA",2015,"H"
"LVA",2016,"H"
"LVA",2017,"H"
"LVA",2018,"H"
"LVA",2019,"H"
"LVA",2020,"H"
"LVA",2021,"H"
"LVA",2022,"H"
"LVA",2023,"H"
"MAC",1987,"UM"
"MAC",1988,"UM"
"MAC",1989,"UM"
"MAC",1990,"UM"
"MAC",1991,"UM"
"MAC",1992,"UM"
"MAC",1993,"UM"
"MAC",1994,"H"
"MAC",1995,"H"
"MAC",1996,"H"
"MAC",1997,"H"
"MAC",1998,"H"
"MAC",1999,"H"
"MAC",2000,"H"
"MAC",2001,"H"
"MAC",2002,"H"
"MAC",2003,"H"
"MAC",2004,"H"
"MAC",2005,"H"
"MAC",2006,"H"
"MAC",2007,"H"
"MAC",2008,"H"
"MAC",2009,"H"
"MAC",2010,"H"
"MAC",2011,"H"
"MAC",2012,"H"
"MAC",2013,"H"
"MAC",2014,"H"
"MAC",2015,"H"
"MAC",2016,"H"
"MAC",2017,"H"
"MAC",2018,"H"
"MAC",2019,"H"
"MAC",2020,"H"
"MAC",2021,"H"
"MAC",2022,"H"
"MAC",2023,"H"
"MAF",1987,".."
"MAF",1988,".."
"MAF",1989,".."
"MAF",1990,".."
"MAF",1991,".."
"MAF",1992,".."
"MAF",1993,".."
"MAF",1994,".."
"MAF",1995,".."
"MAF",1996,".."
"MAF",1997,".."
"MAF",1998,".."
"MAF",1999,".."
"MAF",2000,".."
"MAF",2001,".."
"MAF",2002,".."
"MAF",2003,".."
"MAF",2004,".."
"MAF",2005,".."
"MAF",2006,".."
"MAF",2007,".."
"MAF",2008,".."
"MAF",2009,".."
"MAF",2010,"H"
"MAF",2011,"H"
"MAF",2012,"H"
"MAF",2013,"H"
"MAF",2014,"H"
"MAF",2015,"H"
"MAF",2016,"H"
"MAF",2017,"H"
"MAF",2018,"H"
"MAF",2019,"H"
"MAF",2020,"H"
"MAF",2021,"H"
"MAF",2022,"H"
"MAF",2023,"H"
"MAR",1987,"LM"
"MAR",1988,"LM"
"MAR",1989,"LM"
"MAR",1990,"LM"
"MAR",1991,"LM"
"MAR",1992,"LM"
"MAR",1993,"LM"
"MAR",1994,"LM"
"MAR",1995,"LM"
